date,USD_JPY,EUR_JPY
2010-10-06,82.98,114.98
2010-10-07,82.39,115.1
2010-10-08,82.32,114.21
2010-10-11,81.97,114.24
2010-10-12,81.94,113.35
2010-10-13,81.84,114.23
2010-10-14,81.15,114.43
2010-10-15,81.11,114.28
2010-10-18,81.32,113.0
2010-10-19,81.65,113.16
2010-10-20,81.23,112.59
2010-10-21,81.09,113.65
2010-10-22,81.23,113.18
2010-10-25,80.69,113.21
2010-10-26,81.3,113.11
2010-10-27,81.71,112.78
2010-10-28,81.24,112.57
2010-10-29,80.73,111.87
2010-11-01,80.38,111.94
2010-11-02,80.74,113.18
2010-11-03,81.11,113.67
2010-11-04,80.84,115.15
2010-11-05,81.23,114.41
2010-11-08,81.11,112.88
2010-11-09,80.63,112.44
2010-11-10,82.41,113.48
2010-11-11,82.32,112.78
2010-11-12,82.12,112.59
2010-11-15,83.16,113.31
2010-11-16,83.17,113.21
2010-11-17,83.45,112.5
2010-11-18,83.33,113.72
2010-11-19,83.44,114.09
2010-11-22,83.51,113.97
2010-11-23,83.36,112.5
2010-11-24,83.42,111.28
2010-11-25,83.59,111.35
2010-11-26,83.87,110.92
2010-11-29,84.23,110.73
2010-11-30,83.86,109.0
2010-12-01,84.16,110.37
2010-12-02,84.36,110.97
2010-12-03,83.69,110.86
2010-12-06,82.88,110.06
2010-12-07,82.64,110.43
2010-12-08,84.15,111.08
2010-12-09,84.02,111.02
2010-12-10,83.66,110.8
2010-12-13,84.08,111.55
2010-12-14,83.09,111.63
2010-12-15,83.74,111.88
2010-12-16,84.06,111.28
2010-12-17,83.91,111.26
2010-12-20,83.75,110.1
2010-12-21,83.62,110.0
2010-12-22,83.65,109.68
2010-12-23,83.4,108.95
2010-12-24,82.93,108.63
2010-12-27,82.89,108.89
2010-12-28,82.0,108.2
2010-12-29,82.21,107.99
2010-12-30,81.51,108.24
2010-12-31,81.31,108.65
2011-01-03,81.44,108.7
2011-01-04,82.11,110.2
2011-01-05,82.28,108.72
2011-01-06,83.2,108.92
2011-01-07,83.55,108.29
2011-01-10,83.06,107.17
2011-01-11,83.11,107.61
2011-01-12,83.38,108.17
2011-01-13,82.96,109.5
2011-01-14,82.94,110.71
2011-01-17,82.57,109.91
2011-01-18,82.48,110.29
2011-01-19,82.07,110.85
2011-01-20,82.34,110.93
2011-01-21,82.74,111.87
2011-01-24,82.87,112.46
2011-01-25,82.44,112.08
2011-01-26,82.21,112.47
2011-01-27,83.04,113.9
2011-01-28,82.25,112.76
2011-01-31,82.16,112.49
2011-02-01,81.56,112.19
2011-02-02,81.4,112.35
2011-02-03,81.82,112.46
2011-02-04,81.74,111.42
2011-02-07,82.28,111.52
2011-02-08,82.21,112.09
2011-02-09,82.55,112.65
2011-02-10,82.85,112.71
2011-02-11,83.56,113.01
2011-02-14,83.44,112.15
2011-02-15,83.8,113.21
2011-02-16,83.73,113.12
2011-02-17,83.62,113.39
2011-02-18,83.38,113.62
2011-02-21,83.17,113.68
2011-02-22,83.14,113.63
2011-02-23,82.8,113.69
2011-02-24,81.82,112.69
2011-02-25,81.76,112.52
2011-02-28,81.87,113.26
2011-03-01,82.02,113.39
2011-03-02,82.07,113.33
2011-03-03,81.9,113.43
2011-03-04,82.85,115.63
2011-03-07,82.09,115.15
2011-03-08,82.49,114.64
2011-03-09,82.67,115.14
2011-03-10,83.07,114.78
2011-03-11,82.22,113.24
2011-03-14,81.85,114.16
2011-03-15,80.95,112.39
2011-03-16,80.59,112.43
2011-03-17,78.85,110.42
2011-03-18,81.16,114.68
2011-03-21,81.05,115.04
2011-03-22,81.03,115.15
2011-03-23,80.94,114.42
2011-03-24,80.93,114.34
2011-03-25,81.17,114.57
2011-03-28,81.66,114.59
2011-03-29,82.18,115.6
2011-03-30,83.04,117.01
2011-03-31,82.78,117.61
2011-04-01,83.84,118.56
2011-04-04,83.96,119.56
2011-04-05,84.29,119.4
2011-04-06,85.19,121.82
2011-04-07,85.21,121.7
2011-04-08,85.27,122.8
2011-04-11,84.7,122.26
2011-04-12,84.22,121.87
2011-04-13,84.07,121.84
2011-04-14,83.22,119.85
2011-04-15,83.3,120.37
2011-04-18,82.84,118.25
2011-04-19,82.67,118.23
2011-04-20,82.76,120.13
2011-04-21,81.95,119.52
2011-04-26,81.71,119.43
2011-04-27,82.26,120.66
2011-04-28,81.77,120.97
2011-04-29,81.2,120.67
2011-05-02,81.45,120.85
2011-05-03,80.76,119.36
2011-05-04,81.05,120.62
2011-05-05,79.79,118.2
2011-05-06,80.34,116.5
2011-05-09,80.77,116.28
2011-05-10,80.6,115.72
2011-05-11,81.12,116.47
2011-05-12,80.93,114.54
2011-05-13,80.76,115.32
2011-05-16,80.85,114.35
2011-05-17,81.64,115.69
2011-05-18,81.15,115.45
2011-05-19,81.9,116.83
2011-05-20,81.67,116.27
2011-05-23,81.8,114.68
2011-05-24,81.94,115.45
2011-05-25,82.07,115.47
2011-05-26,81.84,115.95
2011-05-27,81.11,115.7
2011-05-30,80.83,115.36
2011-05-31,81.49,117.22
2011-06-01,81.28,117.11
2011-06-02,80.64,116.6
2011-06-03,80.68,116.89
2011-06-06,80.19,117.05
2011-06-07,80.23,117.55
2011-06-08,79.82,116.6
2011-06-09,79.96,116.86
2011-06-10,80.08,116.0
2011-06-13,80.39,115.39
2011-06-14,80.23,115.91
2011-06-15,80.84,115.54
2011-06-16,80.66,113.63
2011-06-17,80.39,114.71
2011-06-20,80.25,114.24
2011-06-21,80.15,115.2
2011-06-22,80.13,115.36
2011-06-23,80.62,114.58
2011-06-24,80.21,114.06
2011-06-27,80.77,114.74
2011-06-28,80.86,115.31
2011-06-29,81.06,116.93
2011-06-30,80.43,116.25
2011-07-01,80.7,116.92
2011-07-04,80.77,117.11
2011-07-05,81.07,117.23
2011-07-06,81.04,116.03
2011-07-07,81.17,115.64
2011-07-08,81.44,115.98
2011-07-11,80.51,113.16
2011-07-12,79.68,111.35
2011-07-13,79.34,111.65
2011-07-14,79.03,112.24
2011-07-15,79.15,111.97
2011-07-18,79.1,111.1
2011-07-19,78.93,111.77
2011-07-20,78.87,112.05
2011-07-21,78.81,112.09
2011-07-22,78.4,112.83
2011-07-25,78.21,112.46
2011-07-26,78.1,113.02
2011-07-27,77.85,112.46
2011-07-28,77.74,110.86
2011-07-29,77.55,110.59
2011-08-01,76.89,110.84
2011-08-02,77.35,109.61
2011-08-03,77.05,110.18
2011-08-04,79.58,113.24
2011-08-05,78.59,111.25
2011-08-08,77.88,110.79
2011-08-09,77.27,110.24
2011-08-10,76.45,109.84
2011-08-11,76.57,108.29
2011-08-12,76.54,109.07
2011-08-15,76.78,109.87
2011-08-16,76.69,110.12
2011-08-17,76.51,110.77
2011-08-18,76.61,110.08
2011-08-19,76.47,110.0
2011-08-22,76.77,110.65
2011-08-23,76.56,110.72
2011-08-24,76.57,110.51
2011-08-25,77.17,111.31
2011-08-26,76.66,110.41
2011-08-29,76.66,111.05
2011-08-30,76.76,110.55
2011-08-31,76.5,110.55
2011-09-01,77.06,110.08
2011-09-02,76.86,109.56
2011-09-05,76.85,108.56
2011-09-06,77.37,109.09
2011-09-07,77.22,108.38
2011-09-08,77.19,108.41
2011-09-09,77.79,107.48
2011-09-12,77.12,105.32
2011-09-13,76.96,105.01
2011-09-14,76.83,105.48
2011-09-15,76.6,105.67
2011-09-16,76.74,105.6
2011-09-19,76.69,104.62
2011-09-20,76.53,104.92
2011-09-21,76.32,104.07
2011-09-22,76.29,102.59
2011-09-23,76.19,102.32
2011-09-26,76.33,103.05
2011-09-27,76.46,103.83
2011-09-28,76.46,104.22
2011-09-29,76.72,104.46
2011-09-30,76.86,103.79
2011-10-03,76.83,102.39
2011-10-04,76.69,101.08
2011-10-05,76.67,102.25
2011-10-06,76.77,101.87
2011-10-07,76.69,103.02
2011-10-10,76.7,104.26
2011-10-11,76.62,104.26
2011-10-12,76.83,105.77
2011-10-13,76.84,105.48
2011-10-14,77.08,106.42
2011-10-17,77.26,106.43
2011-10-18,76.75,104.97
2011-10-19,76.79,106.19
2011-10-20,76.82,106.07
2011-10-21,76.69,105.82
2011-10-24,76.1,105.45
2011-10-25,76.15,105.98
2011-10-26,75.87,105.67
2011-10-27,75.79,106.39
2011-10-28,75.77,107.29
2011-10-31,78.01,109.22
2011-11-01,78.21,106.58
2011-11-02,78.05,107.78
2011-11-03,77.93,107.33
2011-11-04,78.09,107.55
2011-11-07,78.08,107.3
2011-11-08,77.97,107.51
2011-11-09,77.72,105.96
2011-11-10,77.6,105.66
2011-11-11,77.36,105.59
2011-11-14,77.0,105.18
2011-11-15,76.97,104.16
2011-11-16,76.96,103.77
2011-11-17,76.97,103.76
2011-11-18,76.65,104.06
2011-11-21,76.86,103.44
2011-11-22,76.95,104.15
2011-11-23,77.22,103.37
2011-11-24,77.07,103.07
2011-11-25,77.55,102.59
2011-11-28,77.78,103.82
2011-11-29,77.85,103.82
2011-11-30,77.51,104.0
2011-12-01,77.7,104.84
2011-12-02,77.9,105.25
2011-12-05,77.97,104.81
2011-12-06,77.76,104.15
2011-12-07,77.74,103.99
2011-12-08,77.34,103.72
2011-12-09,77.67,103.95
2011-12-12,77.82,103.12
2011-12-13,77.84,102.6
2011-12-14,78.07,101.44
2011-12-15,77.81,101.3
2011-12-16,77.85,101.7
2011-12-19,77.86,101.52
2011-12-20,77.93,101.88
2011-12-21,77.88,101.66
2011-12-22,78.12,101.93
2011-12-23,78.06,101.93
2011-12-27,77.86,101.75
2011-12-28,77.64,101.51
2011-12-29,77.77,100.24
2011-12-30,77.44,100.2
2012-01-02,76.94,99.52
2012-01-03,76.73,99.86
2012-01-04,76.79,99.43
2012-01-05,76.89,98.67
2012-01-06,77.14,98.56
2012-01-09,76.89,97.87
2012-01-10,76.82,98.39
2012-01-11,76.95,97.87
2012-01-12,76.88,97.92
2012-01-13,76.78,98.06
2012-01-16,76.76,97.25
2012-01-17,76.78,98.2
2012-01-18,76.79,98.53
2012-01-19,76.83,99.19
2012-01-20,77.14,99.53
2012-01-23,76.9,100.1
2012-01-24,77.59,100.89
2012-01-25,78.06,101.02
2012-01-26,77.58,101.98
2012-01-27,76.97,101.18
2012-01-30,76.68,100.53
2012-01-31,76.37,100.63
2012-02-01,76.12,100.29
2012-02-02,76.11,99.66
2012-02-03,76.22,100.3
2012-02-06,76.65,99.97
2012-02-07,76.77,100.67
2012-02-08,76.92,102.11
2012-02-09,77.23,102.63
2012-02-10,77.66,102.43
2012-02-13,77.61,102.86
2012-02-14,78.1,102.85
2012-02-15,78.47,102.73
2012-02-16,78.81,102.31
2012-02-17,79.33,104.39
2012-02-20,79.5,105.47
2012-02-21,79.7,105.38
2012-02-22,80.29,106.22
2012-02-23,80.24,106.72
2012-02-24,80.52,107.99
2012-02-27,80.53,107.81
2012-02-28,80.56,108.39
2012-02-29,80.28,107.92
2012-03-01,81.09,107.95
2012-03-02,81.52,107.74
2012-03-05,81.35,107.54
2012-03-06,81.09,106.66
2012-03-07,80.75,105.95
2012-03-08,81.69,108.18
2012-03-09,81.82,107.93
2012-03-12,82.16,107.79
2012-03-13,82.74,108.03
2012-03-14,83.57,109.16
2012-03-15,83.34,108.82
2012-03-16,83.72,109.81
2012-03-19,83.44,109.73
2012-03-20,83.71,110.48
2012-03-21,84.02,111.11
2012-03-22,83.09,109.4
2012-03-23,82.39,109.1
2012-03-26,82.72,109.82
2012-03-27,82.93,110.57
2012-03-28,83.03,110.74
2012-03-29,82.29,109.21
2012-03-30,82.03,109.56
2012-04-02,82.55,109.95
2012-04-03,82.09,109.3
2012-04-04,82.35,108.22
2012-04-05,81.93,107.06
2012-04-10,81.2,106.48
2012-04-11,80.86,106.18
2012-04-12,81.0,106.54
2012-04-13,80.99,106.49
2012-04-16,80.76,105.18
2012-04-17,80.69,105.96
2012-04-18,81.45,106.64
2012-04-19,81.71,106.92
2012-04-20,81.72,107.81
2012-04-23,81.11,106.51
2012-04-24,81.2,106.87
2012-04-25,81.29,107.35
2012-04-26,80.94,106.96
2012-04-27,80.69,106.75
2012-04-30,80.1,105.85
2012-05-02,80.2,105.31
2012-05-03,80.39,105.49
2012-05-04,80.27,105.41
2012-05-07,79.94,104.19
2012-05-08,79.85,104.01
2012-05-09,79.53,102.99
2012-05-10,79.71,103.31
2012-05-11,79.94,103.48
2012-05-14,79.8,102.64
2012-05-15,79.93,102.65
2012-05-16,80.49,102.53
2012-05-17,80.25,101.77
2012-05-18,79.36,100.95
2012-05-21,79.26,101.06
2012-05-22,79.88,101.99
2012-05-23,79.46,100.59
2012-05-24,79.44,99.75
2012-05-25,79.55,99.8
2012-05-28,79.38,99.75
2012-05-29,79.57,99.64
2012-05-30,79.1,98.38
2012-05-31,78.74,97.66
2012-06-01,78.11,96.25
2012-06-04,78.12,97.16
2012-06-05,78.24,97.25
2012-06-06,79.15,98.82
2012-06-07,79.46,100.08
2012-06-08,79.32,98.9
2012-06-11,79.4,99.6
2012-06-12,79.57,99.4
2012-06-13,79.62,99.8
2012-06-14,79.28,99.51
2012-06-15,78.79,99.24
2012-06-18,79.05,99.75
2012-06-19,78.91,99.57
2012-06-20,78.9,100.24
2012-06-21,80.08,101.46
2012-06-22,80.29,100.68
2012-06-25,79.73,99.57
2012-06-26,79.33,98.97
2012-06-27,79.73,99.49
2012-06-28,79.4,98.6
2012-06-29,79.53,100.13
2012-07-02,79.81,100.51
2012-07-03,79.73,100.26
2012-07-04,79.84,100.28
2012-07-05,79.78,99.14
2012-07-06,79.88,98.87
2012-07-09,79.57,97.81
2012-07-10,79.48,97.64
2012-07-11,79.23,97.14
2012-07-12,79.35,96.63
2012-07-13,79.28,96.6
2012-07-16,79.04,96.25
2012-07-17,79.1,97.14
2012-07-18,78.98,96.63
2012-07-19,78.55,96.51
2012-07-20,78.57,95.86
2012-07-23,78.25,94.72
2012-07-24,78.28,94.63
2012-07-25,78.27,94.97
2012-07-26,78.13,95.79
2012-07-27,78.18,96.29
2012-07-30,78.21,95.78
2012-07-31,78.17,96.03
2012-08-01,78.22,96.2
2012-08-02,78.28,96.64
2012-08-03,78.28,95.85
2012-08-06,78.35,96.99
2012-08-07,78.47,97.58
2012-08-08,78.37,96.68
2012-08-09,78.47,96.53
2012-08-10,78.39,96.12
2012-08-13,78.3,96.61
2012-08-14,78.64,97.14
2012-08-15,79.0,96.98
2012-08-16,79.31,97.38
2012-08-17,79.41,97.97
2012-08-20,79.53,97.82
2012-08-21,79.51,98.81
2012-08-22,79.25,98.65
2012-08-23,78.62,98.68
2012-08-24,78.48,98.16
2012-08-27,78.78,98.71
2012-08-28,78.57,98.59
2012-08-29,78.62,98.63
2012-08-30,78.63,98.63
2012-08-31,78.47,98.96
2012-09-03,78.32,98.43
2012-09-04,78.37,98.58
2012-09-05,78.45,98.67
2012-09-06,78.62,99.36
2012-09-07,78.91,100.26
2012-09-10,78.26,99.98
2012-09-11,77.97,99.7
2012-09-12,77.89,100.45
2012-09-13,77.64,100.24
2012-09-14,78.08,102.24
2012-09-17,78.41,102.61
2012-09-18,78.63,102.64
2012-09-19,78.74,102.38
2012-09-20,78.13,101.21
2012-09-21,78.21,101.58
2012-09-24,78.03,100.79
2012-09-25,77.77,100.57
2012-09-26,77.71,99.82
2012-09-27,77.66,99.98
2012-09-28,77.63,100.37
2012-10-01,77.98,100.42
2012-10-02,78.13,101.02
2012-10-03,78.35,101.1
2012-10-04,78.67,101.88
2012-10-05,78.47,102.02
2012-10-08,78.29,101.45
2012-10-09,78.24,101.35
2012-10-10,78.31,100.94
2012-10-11,78.39,101.26
2012-10-12,78.41,101.7
2012-10-15,78.71,102.1
2012-10-16,78.91,102.94
2012-10-17,78.68,103.23
2012-10-18,79.29,104.01
2012-10-19,79.22,103.27
2012-10-22,79.82,104.27
2012-10-23,79.85,103.84
2012-10-24,79.84,103.33
2012-10-25,80.16,104.15
2012-10-26,79.91,103.15
2012-10-29,79.62,102.69
2012-10-30,79.46,103.0
2012-10-31,79.87,103.78
2012-11-01,80.02,103.82
2012-11-02,80.58,103.55
2012-11-05,80.3,102.6
2012-11-06,80.16,102.6
2012-11-07,80.11,102.11
2012-11-08,79.88,101.74
2012-11-09,79.12,100.44
2012-11-12,79.41,101.13
2012-11-13,79.5,100.93
2012-11-14,80.15,102.0
2012-11-15,81.26,103.66
2012-11-16,81.16,103.44
2012-11-19,81.18,103.6
2012-11-20,81.5,104.39
2012-11-21,82.38,105.49
2012-11-22,82.54,106.42
2012-11-23,82.26,106.19
2012-11-26,82.13,106.47
2012-11-27,82.14,106.46
2012-11-28,81.79,105.44
2012-11-29,82.13,106.72
2012-11-30,82.68,107.37
2012-12-03,82.22,107.36
2012-12-04,81.94,107.28
2012-12-05,82.14,107.31
2012-12-06,82.36,107.66
2012-12-07,82.29,106.19
2012-12-10,82.16,106.23
2012-12-11,82.44,107.11
2012-12-12,82.91,108.12
2012-12-13,83.49,109.18
2012-12-14,83.75,109.55
2012-12-17,83.88,110.39
2012-12-18,83.87,110.53
2012-12-19,84.47,112.36
2012-12-20,84.19,111.52
2012-12-21,84.03,110.99
2012-12-24,84.46,111.64
2012-12-27,85.84,113.87
2012-12-28,86.1,113.5
2012-12-31,86.11,113.61
2013-01-02,87.0,115.38
2013-01-03,86.96,113.93
2013-01-04,88.35,114.96
2013-01-07,87.8,114.48
2013-01-08,87.54,114.56
2013-01-09,87.58,114.34
2013-01-10,88.28,115.76
2013-01-11,89.03,118.18
2013-01-14,89.27,119.1
2013-01-15,88.57,118.04
2013-01-16,88.17,117.06
2013-01-17,89.26,119.32
2013-01-18,89.97,119.87
2013-01-21,89.6,119.37
2013-01-22,88.74,118.18
2013-01-23,88.51,117.98
2013-01-24,89.69,119.73
2013-01-25,91.11,122.71
2013-01-28,90.9,122.21
2013-01-29,90.46,121.52
2013-01-30,91.24,123.55
2013-01-31,91.01,123.32
2013-02-01,92.19,125.78
2013-02-04,92.7,125.63
2013-02-05,93.32,126.33
2013-02-06,93.57,126.48
2013-02-07,93.67,126.88
2013-02-08,92.36,123.52
2013-02-11,93.44,125.12
2013-02-12,94.21,126.6
2013-02-13,93.43,125.95
2013-02-14,93.34,124.39
2013-02-15,93.08,124.03
2013-02-18,93.8,125.24
2013-02-19,93.5,124.81
2013-02-20,93.56,125.09
2013-02-21,93.17,122.85
2013-02-22,93.27,122.98
2013-02-25,93.96,125.0
2013-02-26,91.92,120.2
2013-02-27,91.67,120.06
2013-02-28,92.22,121.07
2013-03-01,92.72,120.53
2013-03-04,93.54,121.67
2013-03-05,93.18,121.45
2013-03-06,93.48,121.85
2013-03-07,94.39,122.8
2013-03-08,95.87,125.5
2013-03-11,96.13,124.91
2013-03-12,95.95,125.25
2013-03-13,95.98,124.59
2013-03-14,96.46,124.79
2013-03-15,95.95,125.56
2013-03-18,95.04,122.88
2013-03-19,95.4,123.49
2013-03-20,95.55,123.69
2013-03-21,95.24,122.95
2013-03-22,94.88,122.85
2013-03-25,94.74,122.55
2013-03-26,94.28,121.25
2013-03-27,94.22,120.3
2013-03-28,94.39,120.87
2013-04-02,93.29,119.79
2013-04-03,93.51,119.96
2013-04-04,95.42,122.31
2013-04-05,96.18,124.49
2013-04-08,98.64,128.46
2013-04-09,98.87,128.92
2013-04-10,99.11,129.69
2013-04-11,99.39,130.39
2013-04-12,99.25,129.54
2013-04-15,97.72,127.83
2013-04-16,97.78,128.37
2013-04-17,97.96,128.61
2013-04-18,98.43,128.4
2013-04-19,99.28,130.21
2013-04-22,99.72,130.0
2013-04-23,98.97,128.56
2013-04-24,99.54,129.46
2013-04-25,99.14,129.67
2013-04-26,98.57,128.13
2013-04-29,97.82,128.27
2013-04-30,97.42,127.35
2013-05-02,97.82,129.04
2013-05-03,98.06,128.6
2013-05-06,99.32,130.18
2013-05-07,99.17,129.98
2013-05-08,98.89,129.89
2013-05-09,98.77,129.8
2013-05-10,101.59,131.94
2013-05-13,101.76,132.01
2013-05-14,101.63,131.88
2013-05-15,102.64,132.04
2013-05-16,102.52,132.15
2013-05-17,102.47,131.87
2013-05-20,102.59,131.86
2013-05-21,102.85,132.33
2013-05-22,103.12,133.26
2013-05-23,101.7,131.07
2013-05-24,101.44,131.25
2013-05-27,100.93,130.59
2013-05-28,102.01,131.98
2013-05-29,101.07,130.9
2013-05-30,101.75,131.7
2013-05-31,100.32,130.47
2013-06-03,100.22,130.37
2013-06-04,100.27,131.28
2013-06-05,99.59,130.13
2013-06-06,99.07,129.96
2013-06-07,95.63,126.81
2013-06-10,98.77,130.47
2013-06-11,96.89,128.6
2013-06-12,96.63,128.3
2013-06-13,94.15,125.36
2013-06-14,94.99,126.37
2013-06-17,94.74,126.36
2013-06-18,95.37,127.55
2013-06-19,95.06,127.44
2013-06-20,97.92,129.26
2013-06-21,97.62,128.66
2013-06-24,98.23,128.54
2013-06-25,97.3,127.79
2013-06-26,97.77,127.33
2013-06-27,98.17,127.93
2013-06-28,98.92,129.39
2013-07-01,99.71,129.99
2013-07-02,99.93,130.08
2013-07-03,99.43,128.85
2013-07-04,99.85,129.64
2013-07-05,100.11,128.97
2013-07-08,101.2,130.04
2013-07-09,101.17,130.07
2013-07-10,100.24,128.44
2013-07-11,99.38,129.63
2013-07-12,99.55,129.75
2013-07-15,100.43,130.68
2013-07-16,99.37,130.35
2013-07-17,99.84,131.15
2013-07-18,100.22,131.22
2013-07-19,100.34,131.67
2013-07-22,99.86,131.47
2013-07-23,100.08,131.91
2013-07-24,100.11,132.6
2013-07-25,99.84,131.81
2013-07-26,98.67,130.84
2013-07-29,97.9,129.91
2013-07-30,97.85,129.99
2013-07-31,97.93,130.0
2013-08-01,98.74,130.69
2013-08-02,99.81,131.78
2013-08-05,98.53,130.62
2013-08-06,98.09,130.27
2013-08-07,97.11,129.21
2013-08-08,96.32,128.68
2013-08-09,96.43,128.96
2013-08-12,96.88,128.66
2013-08-13,98.02,130.27
2013-08-14,98.29,130.17
2013-08-15,98.13,130.48
2013-08-16,97.47,130.03
2013-08-19,97.96,130.72
2013-08-20,97.32,130.33
2013-08-21,97.52,130.52
2013-08-22,98.66,131.45
2013-08-23,99.1,132.35
2013-08-26,98.6,131.74
2013-08-27,97.52,130.07
2013-08-28,97.48,130.1
2013-08-29,98.25,130.34
2013-08-30,98.23,130.01
2013-09-02,99.26,131.09
2013-09-03,99.44,130.98
2013-09-04,99.51,131.06
2013-09-05,99.71,131.64
2013-09-06,99.65,130.71
2013-09-09,99.51,131.3
2013-09-10,100.3,132.8
2013-09-11,100.21,132.96
2013-09-12,99.46,132.18
2013-09-13,99.61,132.43
2013-09-16,98.86,132.05
2013-09-17,99.16,132.44
2013-09-18,99.0,132.18
2013-09-19,99.0,134.09
2013-09-20,99.58,134.57
2013-09-23,98.9,133.59
2013-09-24,98.66,132.92
2013-09-25,98.59,133.14
2013-09-26,98.83,133.41
2013-09-27,98.46,133.28
2013-09-30,97.58,131.78
2013-10-01,97.83,132.6
2013-10-02,97.49,131.76
2013-10-03,97.7,132.81
2013-10-04,97.13,132.03
2013-10-07,96.86,131.46
2013-10-08,97.19,131.94
2013-10-09,97.34,131.55
2013-10-10,97.82,132.37
2013-10-11,98.32,133.38
2013-10-14,98.19,133.19
2013-10-15,98.49,132.89
2013-10-16,98.36,133.38
2013-10-17,97.82,133.64
2013-10-18,97.73,133.73
2013-10-21,98.17,134.17
2013-10-22,98.38,134.52
2013-10-23,97.4,133.95
2013-10-24,97.3,134.32
2013-10-25,97.37,134.15
2013-10-28,97.69,134.65
2013-10-29,97.97,134.88
2013-10-30,98.23,135.11
2013-10-31,98.23,133.99
2013-11-01,98.41,132.9
2013-11-04,98.68,133.28
2013-11-05,98.26,132.59
2013-11-06,98.64,133.33
2013-11-07,98.77,132.0
2013-11-08,97.97,131.58
2013-11-11,99.19,132.86
2013-11-12,99.66,133.87
2013-11-13,99.34,133.27
2013-11-14,99.93,134.26
2013-11-15,100.29,134.99
2013-11-18,100.04,135.23
2013-11-19,99.9,134.89
2013-11-20,99.95,135.2
2013-11-21,100.82,135.83
2013-11-22,101.15,136.74
2013-11-25,101.8,137.57
2013-11-26,101.38,137.34
2013-11-27,101.82,138.43
2013-11-28,102.31,139.06
2013-11-29,102.28,139.21
2013-12-02,102.81,139.16
2013-12-03,102.6,139.31
2013-12-04,102.49,139.31
2013-12-05,102.05,138.73
2013-12-06,102.21,139.63
2013-12-09,103.0,141.33
2013-12-10,102.8,141.35
2013-12-11,102.58,141.22
2013-12-12,102.73,141.51
2013-12-13,103.39,141.93
2013-12-16,102.98,141.87
2013-12-17,103.0,141.61
2013-12-18,103.0,141.61
2013-12-19,104.3,142.55
2013-12-20,104.47,142.66
2013-12-23,103.91,142.38
2013-12-24,104.25,142.66
2013-12-27,104.98,145.02
2013-12-30,105.22,145.02
2013-12-31,104.94,144.72
2014-01-02,105.3,143.82
2014-01-03,104.49,142.46
2014-01-06,104.6,142.28
2014-01-07,104.41,142.43
2014-01-08,104.7,142.33
2014-01-09,105.0,142.92
2014-01-10,105.0,142.67
2014-01-13,103.54,141.37
2014-01-14,103.62,141.62
2014-01-15,104.26,141.86
2014-01-16,104.59,142.21
2014-01-17,104.39,141.8
2014-01-20,103.97,141.05
2014-01-21,104.67,141.58
2014-01-22,104.36,141.57
2014-01-23,104.11,141.99
2014-01-24,102.42,140.18
2014-01-27,102.79,140.39
2014-01-28,103.02,140.61
2014-01-29,102.68,139.73
2014-01-30,102.61,139.28
2014-01-31,102.2,138.13
2014-02-03,102.1,137.82
2014-02-04,101.38,137.05
2014-02-05,101.0,136.78
2014-02-06,101.47,136.93
2014-02-07,102.25,138.79
2014-02-10,102.11,139.26
2014-02-11,102.37,140.0
2014-02-12,102.33,138.89
2014-02-13,101.95,139.42
2014-02-14,101.76,139.48
2014-02-17,101.91,139.6
2014-02-18,102.52,140.77
2014-02-19,101.91,140.08
2014-02-20,102.08,139.91
2014-02-21,102.5,140.5
2014-02-24,102.43,140.69
2014-02-25,102.26,140.65
2014-02-26,102.36,140.5
2014-02-27,101.9,139.15
2014-02-28,101.81,140.63
2014-03-03,101.33,139.51
2014-03-04,101.83,140.2
2014-03-05,102.47,140.71
2014-03-06,102.74,141.22
2014-03-07,102.94,143.02
2014-03-10,103.3,143.39
2014-03-11,103.29,143.05
2014-03-12,102.74,142.68
2014-03-13,102.78,143.3
2014-03-14,101.29,140.63
2014-03-17,101.72,141.45
2014-03-18,101.5,141.1
2014-03-19,101.57,141.31
2014-03-20,102.35,140.85
2014-03-21,102.37,141.07
2014-03-24,102.4,141.05
2014-03-25,102.41,141.22
2014-03-26,102.42,141.25
2014-03-27,102.3,140.75
2014-03-28,102.41,140.9
2014-03-31,103.29,142.42
2014-04-01,103.36,142.53
2014-04-02,103.68,143.03
2014-04-03,103.93,143.12
2014-04-04,103.89,142.33
2014-04-07,103.22,141.65
2014-04-08,102.29,140.9
2014-04-09,102.02,140.73
2014-04-10,101.68,141.0
2014-04-11,101.42,140.69
2014-04-14,101.88,140.87
2014-04-15,101.88,140.62
2014-04-16,102.28,141.55
2014-04-17,102.18,141.57
2014-04-22,102.55,141.69
2014-04-23,102.26,141.46
2014-04-24,102.48,141.63
2014-04-25,101.98,141.05
2014-04-28,102.34,141.85
2014-04-29,102.73,142.03
2014-04-30,102.58,142.07
2014-05-02,102.48,142.06
2014-05-05,101.95,141.44
2014-05-06,101.75,141.89
2014-05-07,101.73,141.68
2014-05-08,101.73,141.95
2014-05-09,101.69,140.14
2014-05-12,101.93,140.31
2014-05-13,102.35,140.25
2014-05-14,101.79,139.65
2014-05-15,101.89,139.17
2014-05-16,101.45,138.95
2014-05-19,101.2,138.79
2014-05-20,101.36,138.88
2014-05-21,101.04,138.18
2014-05-22,101.67,138.96
2014-05-23,101.92,138.92
2014-05-26,101.92,138.97
2014-05-27,101.93,139.01
